Token,Nodes,Smart_Contract_Flags,Dates
464,"(88497, 90584, 94418)","(1, 0, 0)","2018-06-19, 2018-07-15"
486,"(92120, 92582, 92822)","(0, 0, 0)","2018-06-03, 2018-06-06"
498,"(70211, 94108, 94109)","(0, 0, 0)","2018-06-12, 2018-06-18, 2018-06-21"
494,"(93809, 102664, 107178)","(1, 0, 0)","2018-08-24, 2018-08-26, 2018-08-27"
533,"(102117, 106479, 106480)","(1, 0, 0)","2018-08-19, 2018-10-20"
533,"(86814, 102117, 162531)","(0, 1, 0)","2018-11-08, 2018-11-10"
633,"(105153, 105322, 171320)","(1, 1, 0)","2019-01-28, 2019-03-23, 2019-05-08, 2019-05-26"
633,"(105153, 105322, 108350)","(1, 1, 0)","2019-04-06, 2019-04-09"
633,"(105153, 105322, 106132)","(1, 1, 0)","2019-05-31, 2019-06-01"
642,"(105723, 105724, 107678)","(1, 1, 0)","2018-09-17, 2018-09-20"
685,"(109181, 109182, 109208)","(0, 0, 0)","2018-09-04, 2018-09-10"
657,"(107212, 154659, 175277)","(1, 0, 0)","2019-01-02, 2019-01-03"
657,"(107046, 107212, 164951)","(0, 1, 0)","2019-01-16, 2019-01-17, 2019-03-20, 2019-04-04, 2019-04-09, 2019-04-14, 2019-04-27, 2019-05-14, 2019-05-28"
657,"(107046, 107212, 179470)","(0, 1, 0)","2019-01-18, 2019-01-28, 2019-03-23"
657,"(107212, 179470, 179996)","(1, 0, 0)","2019-01-22, 2019-02-03"
657,"(107046, 107212, 168348)","(0, 1, 0)","2019-02-15, 2019-03-28"
657,"(107046, 107212, 169246)","(0, 1, 0)","2019-03-03, 2019-03-05, 2019-03-21"
657,"(107046, 107212, 168067)","(0, 1, 0)","2019-04-07, 2019-05-26, 2019-05-30"
657,"(107046, 107212, 225083)","(0, 1, 0)","2019-04-17, 2019-04-19"
657,"(107046, 107212, 162103)","(0, 1, 0)","2019-04-28, 2019-04-30, 2019-05-04"
657,"(107046, 107212, 161819)","(0, 1, 0)","2019-05-13, 2019-05-20, 2019-05-21"
657,"(107046, 107212, 390369)","(0, 1, 0)","2019-05-25, 2019-05-31"
657,"(107046, 107212, 158820)","(0, 1, 0)","2019-06-04, 2019-07-10"
657,"(107212, 108000, 162103)","(1, 0, 0)","2020-02-16, 2020-04-21, 2020-04-29"
657,"(162103, 179470, 559674)","(0, 0, 0)","2020-08-25, 2020-09-17"
657,"(107046, 581350, 761900)","(0, 0, 0)","2021-05-03, 2021-05-08, 2021-06-08"
689,"(109362, 109664, 111429)","(1, 0, 0)","2018-09-11, 2018-09-15"
689,"(35943, 109362, 156599)","(0, 1, 0)","2018-10-15, 2018-10-17"
763,"(155668, 155669, 155714)","(1, 1, 0)","2018-09-28, 2018-09-30"
766,"(155947, 155948, 156250)","(1, 1, 0)","2018-10-02, 2018-12-16"
766,"(155714, 155947, 155948)","(0, 1, 1)","2018-10-22, 2018-11-17"
773,"(156441, 156901, 156951)","(1, 0, 0)","2018-10-07, 2018-10-08"
820,"(156766, 162073, 162074)","(0, 0, 1)","2018-10-24, 2018-10-25"
824,"(106724, 162228, 162229)","(0, 1, 1)","2018-12-14, 2019-01-09, 2019-01-11, 2019-01-14, 2019-01-17, 2019-01-20"
824,"(106729, 162228, 162229)","(0, 1, 1)","2018-12-15, 2018-12-30"
824,"(162228, 162229, 168697)","(1, 1, 0)","2018-12-20, 2018-12-21"
824,"(109137, 162228, 162229)","(0, 1, 1)","2019-01-04, 2019-01-07, 2019-01-08, 2019-01-13, 2019-01-18, 2019-01-21"
850,"(163353, 164142, 177003)","(1, 0, 1)","2019-06-02, 2019-07-13"
850,"(163353, 177581, 682344)","(1, 0, 0)","2020-11-23, 2020-11-24, 2020-11-25"
669,"(94729, 108217, 192200)","(0, 0, 1)","2020-11-29, 2020-12-02"
669,"(192200, 733945, 1868274)","(1, 0, 0)","2021-11-22, 2022-02-11"
669,"(192200, 1862485, 5574036)","(1, 0, 0)","2023-02-05, 2023-03-19"
746,"(187864, 192542, 428780)","(0, 1, 1)","2022-08-01, 2022-08-02"
746,"(192542, 428780, 445494)","(1, 1, 0)","2023-03-22, 2023-06-02"
858,"(161581, 171171, 398289)","(0, 0, 0)","2019-09-09, 2019-09-10, 2019-09-15, 2019-09-18"
858,"(658268, 1047243, 1072624)","(0, 0, 1)","2021-07-29, 2021-08-02"
684,"(109164, 182705, 184803)","(0, 0, 0)","2019-01-22, 2019-01-24"
997,"(168300, 170932, 171141)","(0, 1, 0)","2019-02-18, 2019-02-25, 2019-02-26"
1017,"(108605, 162244, 174559)","(0, 0, 1)","2019-05-02, 2019-05-26"
1017,"(105464, 109104, 174559)","(0, 0, 1)","2019-09-01, 2019-10-10"
936,"(398918, 402794, 403942)","(0, 0, 0)","2019-07-09, 2019-07-30"
936,"(286945, 474503, 474963)","(0, 0, 0)","2020-01-29, 2020-01-31"
1042,"(25644, 104905, 585030)","(0, 0, 1)","2020-10-23, 2020-11-08"
1049,"(175805, 543301, 573510)","(0, 0, 0)","2020-08-03, 2020-08-21, 2020-09-03"
1049,"(175805, 441775, 543301)","(0, 0, 0)","2020-11-16, 2020-11-30"
1049,"(175805, 190452, 543301)","(0, 0, 0)","2020-11-18, 2020-11-19, 2020-11-21, 2020-11-25, 2020-11-26, 2020-11-27, 2020-11-29, 2020-12-29, 2020-12-30, 2020-12-31"
983,"(95599, 189596, 424253)","(0, 0, 0)","2020-01-04, 2020-01-09, 2020-01-10"
983,"(95599, 186091, 189658)","(0, 0, 0)","2020-04-02, 2020-05-20"
996,"(169241, 170929, 170937)","(0, 1, 1)","2019-01-10, 2019-02-08, 2019-02-12"
970,"(220666, 515118, 557348)","(0, 1, 0)","2020-06-15, 2020-06-16"
1012,"(177455, 184299, 184300)","(0, 1, 1)","2019-01-27, 2019-01-30"
937,"(76376, 207803, 214477)","(0, 0, 0)","2019-04-05, 2019-04-06"
1334,"(195016, 200293, 201370)","(0, 0, 0)","2019-04-15, 2019-04-26"
1370,"(178783, 200374, 200375)","(0, 1, 1)","2019-03-20, 2019-04-25"
1435,"(156260, 1165282, 1298709)","(0, 1, 1)","2021-09-10, 2021-09-24"
1435,"(193071, 476897, 1165282)","(0, 0, 1)","2022-08-14, 2022-08-17"
1453,"(3164948, 3367118, 3599665)","(1, 0, 0)","2022-05-27, 2022-06-25"
1453,"(3164948, 3367118, 3376745)","(1, 0, 0)","2022-05-28, 2022-07-10, 2022-08-11, 2022-09-09"
1453,"(3376745, 3389977, 4660337)","(0, 0, 1)","2022-12-06, 2023-09-14"
1453,"(3389977, 3599665, 4660337)","(0, 0, 1)","2022-12-08, 2023-06-19"
1453,"(3367118, 3376745, 4660337)","(0, 0, 1)","2023-02-27, 2023-03-28"
1430,"(211233, 211431, 215963)","(0, 0, 1)","2019-08-04, 2020-03-29"
1430,"(211179, 211431, 215963)","(0, 0, 1)","2019-12-15, 2020-02-05, 2020-03-11"
1430,"(215963, 3076445, 3188758)","(1, 0, 0)","2022-04-06, 2022-04-09"
1061,"(186449, 187967, 391848)","(1, 0, 0)","2019-06-06, 2019-06-18"
1061,"(179398, 181994, 186449)","(0, 0, 1)","2020-02-29, 2020-03-05, 2020-03-09, 2020-03-10, 2020-03-11"
1061,"(177607, 186449, 898887)","(0, 1, 0)","2021-06-03, 2021-06-04"
1577,"(9318, 392622, 401884)","(0, 0, 0)","2019-07-13, 2019-07-14, 2019-07-15, 2019-07-17, 2019-10-14"
1577,"(402987, 411317, 411318)","(0, 0, 0)","2019-12-02, 2019-12-12, 2020-01-04"
1322,"(192447, 395983, 396001)","(0, 0, 0)","2019-06-11, 2019-06-12"
1838,"(390469, 1493038, 3418856)","(0, 0, 0)","2022-12-04, 2022-12-05"
1485,"(195162, 235586, 390599)","(0, 1, 0)","2019-09-02, 2019-09-06"
1867,"(111753, 196884, 399545)","(0, 0, 1)","2019-07-14, 2019-07-28"
1955,"(434013, 473534, 473535)","(0, 0, 0)","2020-01-20, 2020-01-26"
1955,"(82651, 406087, 502119)","(0, 1, 1)","2020-03-14, 2020-03-17, 2020-03-18"
1955,"(91504, 234135, 406087)","(0, 0, 1)","2020-04-16, 2020-04-17"
1871,"(211111, 223529, 466054)","(0, 0, 0)","2020-01-02, 2020-04-02"
1981,"(407620, 730867, 734002)","(0, 0, 1)","2021-03-09, 2021-03-30"
1981,"(407620, 467620, 734002)","(0, 0, 1)","2021-03-13, 2021-03-19"
2081,"(417632, 417634, 426545)","(1, 0, 0)","2019-08-22, 2019-10-07"
2040,"(412257, 412258, 423981)","(1, 1, 0)","2019-08-15, 2019-08-29"
2040,"(412257, 412258, 417342)","(1, 1, 0)","2019-08-27, 2019-09-03"
1814,"(462686, 717193, 2924492)","(0, 0, 0)","2022-04-05, 2022-04-24"
1814,"(604137, 717193, 3401156)","(1, 0, 0)","2022-12-06, 2022-12-31"
1814,"(604137, 717193, 5178371)","(1, 0, 0)","2022-12-08, 2023-06-18, 2023-09-02"
1814,"(428780, 445494, 604137)","(1, 0, 1)","2023-03-22, 2023-06-02, 2023-06-04"
2098,"(418411, 441306, 459242)","(0, 0, 1)","2019-12-22, 2020-03-04"
2006,"(112474, 233867, 426390)","(0, 1, 0)","2019-08-21, 2019-09-09"
2191,"(95249, 428686, 531693)","(0, 0, 0)","2020-11-20, 2020-12-10, 2021-01-12, 2021-01-13"
1743,"(401419, 407595, 410672)","(0, 0, 0)","2019-09-12, 2019-09-13, 2019-09-26, 2019-09-27"
1743,"(679050, 679052, 681393)","(0, 0, 0)","2020-10-26, 2020-10-27"
2144,"(28194, 201261, 424678)","(0, 1, 1)","2019-10-30, 2019-11-05, 2019-11-28, 2020-02-20"
2431,"(204287, 210437, 450333)","(0, 0, 0)","2020-04-04, 2020-04-05"
2452,"(417633, 417634, 439394)","(0, 0, 1)","2019-10-07, 2019-10-10, 2019-10-30, 2019-11-06, 2019-11-26"
2452,"(417634, 436981, 439394)","(0, 0, 1)","2019-10-09, 2019-10-28"
2371,"(606792, 6681714, 7330867)","(0, 0, 1)","2024-01-09, 2024-01-17"
1646,"(72457, 224628, 394396)","(0, 0, 0)","2019-10-12, 2019-11-02"
2286,"(744386, 3622720, 4660337)","(0, 0, 1)","2023-02-25, 2023-04-26"
2286,"(587672, 7330833, 7330867)","(0, 1, 1)","2024-01-24, 2024-01-26"
2507,"(91059, 91504, 507719)","(0, 0, 0)","2020-02-27, 2020-03-01"
2512,"(90691, 442352, 446709)","(0, 0, 0)","2020-01-15, 2020-02-23"
2731,"(186463, 226129, 454986)","(0, 0, 1)","2019-11-29, 2019-12-02"
641,"(105743, 107009, 111819)","(0, 1, 0)","2019-12-08, 2019-12-28"
2787,"(456483, 456492, 458920)","(0, 0, 0)","2019-12-17, 2019-12-27"
2516,"(239788, 2011277, 2181203)","(0, 0, 1)","2021-12-24, 2021-12-25"
2802,"(237063, 551560, 554311)","(0, 0, 0)","2020-06-03, 2020-06-04"
2802,"(458138, 585085, 587582)","(1, 0, 0)","2020-08-03, 2020-08-04"
2846,"(410073, 417988, 459278)","(0, 0, 0)","2019-12-10, 2020-01-02"
2935,"(417663, 456063, 462305)","(0, 1, 1)","2019-12-19, 2019-12-22"
2922,"(462062, 463760, 568738)","(0, 0, 0)","2020-06-22, 2020-06-24"
3050,"(154960, 465989, 474986)","(0, 0, 0)","2020-02-16, 2020-02-23"
3047,"(490725, 559546, 3272835)","(0, 0, 0)","2022-04-20, 2022-04-21"
2114,"(177571, 391193, 458002)","(0, 0, 0)","2020-01-15, 2020-01-19"
1964,"(88286, 226618, 421505)","(0, 0, 0)","2020-01-21, 2020-01-22, 2020-01-31, 2020-02-11"
2611,"(390469, 1493038, 3418856)","(0, 0, 0)","2022-12-04, 2022-12-05, 2022-12-07, 2022-12-08, 2023-02-21, 2023-03-04"
3391,"(476089, 554999, 4958108)","(1, 0, 0)","2023-02-13, 2023-02-24"
3224,"(150991, 425456, 467877)","(0, 0, 0)","2020-02-18, 2020-04-11"
3405,"(454671, 465387, 4641183)","(0, 0, 1)","2022-11-03, 2022-12-15, 2023-01-28"
3594,"(454671, 465387, 1956115)","(0, 0, 1)","2022-09-09, 2023-01-29"
2998,"(449689, 464623, 490453)","(0, 0, 0)","2020-02-20, 2020-03-07"
3573,"(532907, 581898, 3267347)","(0, 0, 0)","2022-04-12, 2022-08-02"
3573,"(581898, 6840878, 7171572)","(0, 0, 0)","2023-12-22, 2024-02-12"
3573,"(1418806, 7628659, 7765781)","(0, 0, 0)","2024-02-10, 2024-02-23"
3631,"(561708, 709330, 849371)","(0, 0, 0)","2021-09-02, 2021-09-05"
3936,"(526209, 530754, 532338)","(0, 0, 0)","2020-03-12, 2020-03-27"
2710,"(453813, 507997, 526509)","(0, 0, 0)","2020-03-21, 2020-03-23"
3792,"(4269, 467877, 510485)","(0, 0, 0)","2020-05-23, 2020-06-11"
3874,"(454671, 495940, 532757)","(0, 0, 0)","2020-06-19, 2020-07-01"
4036,"(533529, 537299, 537303)","(0, 1, 1)","2020-03-22, 2020-03-24"
4036,"(538642, 539138, 539139)","(0, 1, 1)","2020-03-27, 2020-04-03"
4083,"(504752, 537411, 538315)","(0, 0, 0)","2020-03-25, 2020-03-28, 2020-03-30, 2020-03-31, 2020-04-15, 2020-04-17"
3865,"(495940, 676663, 677627)","(0, 0, 0)","2020-12-15, 2020-12-18"
4189,"(540776, 541416, 541420)","(0, 1, 1)","2020-04-01, 2020-04-27"
4144,"(1331622, 5670042, 6368457)","(0, 0, 0)","2023-10-26, 2023-10-27"
4279,"(543643, 543644, 543647)","(0, 0, 0)","2020-04-09, 2020-04-10, 2020-04-16, 2020-04-20, 2020-04-21, 2020-05-05, 2020-05-06, 2020-05-09, 2020-05-12, 2020-05-15, 2020-05-19, 2020-05-21, 2020-05-22, 2020-05-29, 2020-05-30, 2020-05-31, 2020-06-01, 2020-06-10, 2020-06-15, 2020-06-18, 2020-06-19, 2020-06-24, 2020-07-24"
4279,"(543643, 543644, 543930)","(0, 0, 0)","2020-06-05, 2020-07-17"
4279,"(543647, 575557, 575558)","(0, 0, 0)","2020-07-10, 2020-07-27, 2020-08-05"
4279,"(568520, 568525, 568527)","(0, 0, 0)","2020-07-28, 2020-07-29, 2020-07-30"
3837,"(833, 40809, 454771)","(0, 0, 1)","2020-04-23, 2020-05-01"
3445,"(75927, 396014, 478608)","(0, 0, 0)","2020-05-03, 2020-05-05"
4680,"(180546, 396421, 538392)","(0, 0, 0)","2020-05-24, 2020-06-05"
4680,"(454671, 538392, 557318)","(0, 0, 0)","2020-06-07, 2020-06-10"
3543,"(54690, 435005, 478835)","(0, 0, 0)","2020-05-08, 2020-05-21"
4713,"(436006, 550796, 572576)","(0, 0, 0)","2020-11-18, 2020-11-22"
4668,"(445111, 454247, 583993)","(0, 1, 0)","2020-08-07, 2020-08-31, 2020-09-29"
4962,"(718262, 731925, 1080263)","(0, 0, 0)","2023-08-20, 2023-09-03"
4841,"(553523, 553716, 554126)","(0, 1, 1)","2020-05-25, 2020-05-29, 2020-06-04, 2020-06-05, 2020-06-07, 2020-06-10"
4841,"(566160, 566173, 566195)","(0, 1, 1)","2020-06-17, 2020-08-17, 2020-10-05"
4841,"(569265, 569282, 569620)","(0, 1, 1)","2020-06-25, 2020-07-08, 2020-07-20, 2020-07-21, 2020-07-24, 2020-08-07"
4841,"(595586, 595714, 595743)","(0, 1, 1)","2020-08-27, 2020-10-26, 2020-10-27"
4841,"(597286, 597343, 597344)","(0, 1, 1)","2020-09-09, 2020-10-02, 2020-10-07, 2020-10-19, 2020-10-22, 2020-12-07, 2021-01-06"
4841,"(566160, 566173, 601416)","(0, 1, 1)","2020-09-11, 2020-12-02, 2020-12-17"
4841,"(581367, 581991, 581992)","(0, 1, 1)","2020-10-01, 2020-12-23"
2237,"(235071, 235534, 442387)","(0, 0, 0)","2020-05-29, 2020-10-03"
5106,"(465047, 478154, 500047)","(0, 0, 0)","2020-07-03, 2020-09-18"
4509,"(656391, 694229, 895883)","(0, 0, 0)","2021-05-25, 2021-09-01, 2021-10-02"
4509,"(1439384, 4054681, 4054682)","(0, 0, 0)","2023-01-09, 2023-02-09"
4123,"(107282, 454247, 583993)","(0, 1, 0)","2020-08-05, 2020-08-07"
4123,"(406478, 454247, 583993)","(0, 1, 0)","2020-08-31, 2020-09-29"
5135,"(454671, 465387, 561718)","(0, 0, 0)","2020-07-27, 2020-09-20"
5146,"(435867, 561987, 576708)","(0, 1, 0)","2021-02-09, 2021-05-07"
4895,"(478154, 715290, 719278)","(0, 0, 0)","2021-04-12, 2021-04-13"
5364,"(515118, 546424, 585020)","(1, 0, 0)","2020-07-29, 2020-07-30, 2020-08-27, 2020-08-29"
5301,"(465047, 478154, 500047)","(0, 0, 0)","2020-07-03, 2020-10-08"
5509,"(465047, 478154, 500047)","(0, 0, 0)","2020-09-18, 2020-09-26"
5580,"(580255, 580307, 580320)","(0, 0, 0)","2020-07-17, 2020-07-20"
5467,"(90691, 207158, 690421)","(0, 0, 0)","2020-12-01, 2020-12-03"
5561,"(90691, 426994, 503847)","(0, 0, 1)","2020-09-27, 2020-09-28, 2020-09-29, 2021-03-23"
3223,"(182580, 476147, 1783629)","(0, 1, 0)","2021-11-12, 2021-11-13"
5731,"(102434, 589938, 670915)","(0, 1, 0)","2020-10-11, 2020-10-14"
5731,"(91059, 185530, 589938)","(0, 0, 1)","2021-07-08, 2021-08-17"
4270,"(445631, 478227, 696811)","(0, 0, 1)","2020-11-21, 2020-11-25"
3857,"(523540, 591832, 592058)","(0, 1, 0)","2020-08-16, 2020-08-17"
2916,"(461684, 461686, 550801)","(1, 1, 0)","2020-12-01, 2020-12-04"
2916,"(445546, 461684, 461686)","(0, 1, 1)","2021-04-25, 2021-06-17, 2021-07-01, 2021-07-08"
2916,"(461684, 461686, 597021)","(1, 1, 0)","2021-05-31, 2021-06-10"
2916,"(461684, 461686, 462100)","(1, 1, 0)","2021-06-08, 2021-06-28"
2916,"(95049, 461684, 461686)","(0, 1, 1)","2021-06-20, 2021-06-27"
5873,"(443792, 504752, 511759)","(0, 0, 0)","2020-09-12, 2020-09-15"
5834,"(465047, 478154, 500047)","(0, 0, 0)","2020-09-18, 2020-09-26"
5914,"(424366, 596300, 606016)","(0, 0, 0)","2020-09-21, 2020-09-23"
5918,"(602547, 741733, 1387211)","(0, 0, 1)","2022-01-17, 2022-02-10"
5934,"(478154, 607031, 607054)","(0, 0, 0)","2020-10-31, 2020-12-14"
5975,"(476345, 478154, 584260)","(0, 0, 0)","2020-10-13, 2020-10-15"
5775,"(710954, 1055982, 1355613)","(0, 1, 1)","2022-12-12, 2022-12-13"
6110,"(541114, 6578397, 6578400)","(0, 0, 0)","2023-05-24, 2023-10-03"
6132,"(660610, 717193, 985050)","(0, 0, 0)","2022-05-19, 2022-05-28, 2022-07-31, 2022-08-01, 2022-08-03, 2022-08-19"
5947,"(536996, 604079, 695474)","(0, 1, 0)","2021-03-20, 2021-03-21"
5947,"(604079, 764811, 832870)","(1, 1, 0)","2021-04-07, 2021-04-08"
5947,"(604079, 1071497, 1320434)","(1, 0, 0)","2021-09-07, 2021-09-08"
6399,"(473418, 608883, 675696)","(0, 0, 0)","2020-10-24, 2020-10-29"
6458,"(540531, 677743, 678057)","(0, 1, 1)","2020-10-20, 2020-10-21, 2020-10-22, 2020-10-26, 2020-10-29, 2020-11-04, 2020-11-17, 2020-11-28, 2020-11-29, 2020-12-03, 2020-12-05, 2020-12-07, 2020-12-23, 2020-12-24, 2020-12-28, 2021-01-05, 2021-01-07, 2021-01-11, 2021-01-18, 2021-01-28, 2021-02-02, 2021-02-05, 2021-02-16, 2021-02-18, 2021-02-19, 2021-03-10, 2021-03-11, 2021-03-29, 2021-04-19, 2021-05-02, 2021-05-05, 2021-05-11, 2021-05-14, 2021-05-25, 2021-05-28, 2021-05-31, 2021-06-01, 2021-06-02, 2021-06-03, 2021-06-26, 2021-07-26, 2021-08-03, 2021-08-11, 2021-08-12, 2021-08-13, 2021-09-03, 2021-09-09, 2021-09-16, 2021-09-22, 2021-09-23, 2021-09-24, 2021-10-08, 2021-10-13, 2021-10-20, 2021-10-27, 2021-11-01, 2021-11-03, 2021-11-06, 2021-11-15, 2021-11-24, 2021-11-29, 2021-12-03, 2021-12-15, 2021-12-16, 2022-01-21, 2022-01-24, 2022-01-27, 2022-03-01, 2022-03-08, 2022-04-22, 2022-05-16, 2022-05-23, 2022-06-23, 2022-06-24, 2022-07-04, 2022-09-23, 2022-10-19, 2022-10-31, 2022-11-05, 2022-12-13, 2022-12-28, 2023-01-18, 2023-02-02, 2023-02-07, 2023-02-09, 2023-02-10, 2023-02-21, 2023-02-28, 2023-03-15, 2023-03-23, 2023-03-30, 2023-04-13, 2023-04-14, 2023-04-25, 2023-04-26, 2023-05-04, 2023-05-08, 2023-05-19, 2023-05-22, 2023-05-24, 2023-06-09, 2023-06-12, 2023-06-13, 2023-06-16, 2023-06-21, 2023-07-06, 2023-07-11, 2023-08-02, 2023-08-14, 2023-08-16, 2023-08-28, 2023-09-06, 2023-09-22, 2023-10-16, 2023-10-20, 2023-12-22, 2024-02-12"
6458,"(566160, 566173, 601416)","(0, 1, 1)","2020-10-28, 2020-12-02, 2021-01-01"
6458,"(691054, 692145, 692146)","(0, 1, 1)","2020-11-14, 2020-12-04, 2020-12-31, 2021-01-09, 2021-01-10, 2021-01-25, 2021-02-01, 2021-02-26, 2021-02-27, 2021-04-10, 2021-05-03, 2021-05-15, 2021-05-16, 2021-07-05, 2021-07-06, 2021-08-01, 2021-08-02, 2021-09-14, 2022-01-09, 2022-03-06, 2022-04-01, 2022-04-02, 2022-08-06"
6458,"(708859, 708872, 709083)","(0, 1, 1)","2021-01-12, 2021-03-03, 2021-06-30"
6458,"(717995, 718355, 718356)","(0, 1, 1)","2021-02-17, 2022-02-03, 2022-11-02, 2022-12-07, 2022-12-21, 2023-01-06, 2023-02-01, 2023-04-24, 2023-10-09, 2023-12-11"
6458,"(714916, 714917, 714919)","(0, 1, 1)","2021-02-22, 2021-03-12, 2021-04-30, 2021-05-26, 2021-06-04, 2021-07-30, 2021-09-17"
6458,"(705290, 709448, 711634)","(0, 1, 1)","2021-02-24, 2021-03-09, 2021-04-04, 2021-04-21, 2021-08-04, 2021-09-08, 2021-09-10, 2021-11-04, 2021-11-21, 2022-02-27, 2022-03-17, 2022-05-20, 2022-06-27, 2022-07-02, 2022-07-08, 2022-08-09, 2022-08-10, 2022-08-13, 2022-08-17, 2022-09-09, 2022-09-12, 2022-10-24, 2022-11-21, 2022-11-29, 2022-12-06, 2022-12-08, 2022-12-19, 2022-12-23, 2022-12-30, 2023-01-07, 2023-01-16, 2023-01-19, 2023-01-30, 2023-02-08, 2023-02-22, 2023-03-01, 2023-03-21, 2023-03-29, 2023-03-31, 2023-04-05, 2023-04-10, 2023-04-27, 2023-04-28, 2023-05-05, 2023-05-12, 2023-05-13, 2023-06-02, 2023-06-07, 2023-06-15, 2023-06-20, 2023-06-26, 2023-06-29, 2023-07-05, 2023-07-10, 2023-07-14, 2023-07-19, 2023-07-25, 2023-07-27, 2023-08-10, 2023-08-21, 2023-08-25, 2023-08-31, 2023-09-01, 2023-09-07, 2023-09-08, 2023-09-11, 2023-09-12, 2023-09-15, 2023-09-20, 2023-09-26, 2023-09-28, 2023-10-06, 2023-10-13, 2023-10-17, 2023-10-19, 2023-10-26, 2023-11-17, 2023-11-24, 2023-12-01, 2023-12-08, 2023-12-12, 2023-12-20, 2023-12-28, 2024-01-04, 2024-01-11, 2024-01-31, 2024-02-05, 2024-02-09, 2024-02-13, 2024-02-26, 2024-03-08, 2024-03-19, 2024-03-22"
6458,"(956245, 958854, 960449)","(0, 1, 1)","2021-06-05, 2021-12-12"
6458,"(722471, 725124, 725589)","(0, 1, 1)","2021-07-17, 2021-09-15"
6458,"(714919, 994151, 994593)","(1, 0, 1)","2021-09-26, 2021-09-27, 2021-11-27, 2021-12-17, 2022-01-16, 2022-03-02, 2022-04-08, 2022-04-17, 2022-04-21, 2022-05-17, 2022-06-30"
6458,"(725589, 1032441, 1033974)","(1, 0, 1)","2021-10-16, 2022-03-13, 2023-04-18, 2023-04-21, 2023-04-23, 2023-06-05"
6458,"(1066137, 1095074, 1095132)","(0, 1, 1)","2022-02-21, 2022-09-13, 2023-01-09, 2023-01-14, 2023-03-22, 2023-03-24"
6458,"(2807229, 3160872, 3161292)","(0, 1, 1)","2022-04-23, 2022-12-27, 2023-01-02, 2023-02-14, 2023-04-02, 2023-05-18, 2023-07-26"
6458,"(714919, 3673021, 3716327)","(1, 1, 0)","2022-06-25, 2022-08-16, 2022-09-11, 2022-10-21, 2022-11-01"
5681,"(1005711, 1066947, 1725932)","(0, 0, 1)","2022-01-07, 2022-01-13"
5887,"(29767, 4660337, 4919955)","(0, 1, 1)","2022-11-19, 2022-11-21"
5887,"(29767, 6046979, 6466443)","(0, 0, 1)","2024-01-26, 2024-01-27"
6839,"(163233, 528576, 592058)","(0, 0, 0)","2020-11-25, 2020-11-30"
