Token,Nodes,Smart_Contract_Flags,Dates,Temporal_Distance
25096,"[808548, 2116105, 723212, 12]","(0, 0, 1, 0)","['2022-01-04', '2022-01-26']",[22]
25164,"[808548, 12, 723212, 976031]","(0, 0, 1, 0)","['2022-01-05', '2022-01-25']",[20]
24254,"[808548, 12, 723212, 1136031]","(0, 0, 1, 0)","['2022-01-06', '2022-08-14']",[220]
25187,"[795530, 12, 2295181, 2161733]","(0, 0, 1, 0)","['2022-01-06', '2022-01-15']",[9]
12254,"[718956, 1109194, 1109196, 12]","(0, 1, 1, 0)","['2022-01-08', '2022-02-28']",[51]
24257,"[808548, 12, 723212, 1025268]","(0, 0, 1, 0)","['2022-01-08', '2022-01-14']",[6]
24391,"[2216689, 880347, 723212, 12]","(0, 0, 1, 0)","['2022-01-08', '2022-02-08']",[31]
22512,"[2396249, 12, 2143174, 2067804]","(0, 0, 0, 0)","['2022-01-12', '2022-01-14']",[2]
25735,"[1837317, 12, 723212, 791638]","(0, 0, 1, 0)","['2022-01-14', '2022-01-16']",[2]
26146,"[1848646, 12, 2406118, 2398383]","(0, 0, 0, 1)","['2022-01-15', '2022-01-17']",[2]
27497,"[808548, 807083, 12, 723212]","(0, 0, 0, 1)","['2022-01-20', '2022-01-22', '2022-01-24', '2022-04-06', '2022-06-30', '2022-08-12', '2022-09-14']","[2, 2, 72, 85, 43, 33]"
26471,"[808548, 2402363, 12, 723212]","(0, 0, 0, 1)","['2022-01-21', '2022-02-05']",[15]
25187,"[2298306, 2550163, 12, 2161733]","(0, 1, 0, 0)","['2022-01-23', '2022-02-28', '2022-03-06']","[36, 6]"
27497,"[808548, 807083, 723212, 12]","(0, 0, 1, 0)","['2022-01-23', '2022-02-03', '2022-02-08', '2022-03-11', '2022-06-21']","[11, 5, 31, 102]"
24657,"[2300272, 2324739, 12, 2388782]","(0, 0, 0, 0)","['2022-01-24', '2022-01-25']",[1]
25187,"[2550163, 12, 2161733, 2579775]","(1, 0, 0, 0)","['2022-01-24', '2022-04-22', '2022-05-19']","[88, 27]"
23084,"[758675, 723212, 12, 1959013]","(0, 1, 0, 0)","['2022-01-25', '2022-01-26']",[1]
25187,"[2550163, 12, 746869, 2161733]","(1, 0, 0, 0)","['2022-01-28', '2022-03-03', '2022-03-16', '2022-04-18', '2022-08-01', '2022-08-02', '2022-09-20', '2022-12-20']","[34, 13, 33, 105, 1, 49, 91]"
29476,"[2279770, 1116187, 723212, 12]","(0, 0, 1, 0)","['2022-01-31', '2022-02-05']",[5]
29558,"[808548, 12, 723212, 1591103]","(0, 0, 1, 0)","['2022-02-01', '2022-02-08', '2022-03-05', '2022-03-12', '2022-03-19', '2022-04-14', '2022-04-23', '2022-06-21', '2022-08-08', '2022-08-17', '2022-09-15', '2022-10-28', '2023-04-28']","[7, 25, 7, 7, 26, 9, 59, 48, 9, 29, 43, 182]"
29712,"[808548, 723212, 12, 1903644]","(0, 1, 0, 0)","['2022-02-01', '2022-02-11']",[10]
29791,"[1654618, 12, 723212, 824085]","(0, 0, 1, 0)","['2022-02-01', '2022-03-13']",[40]
30358,"[808548, 723212, 12, 1951559]","(0, 1, 0, 0)","['2022-02-01', '2022-02-05']",[4]
30782,"[2687808, 12, 2687806, 2687807]","(1, 0, 0, 1)","['2022-02-01', '2022-09-12', '2023-05-16']","[223, 246]"
5989,"[159416, 2247967, 12, 766863]","(0, 0, 0, 0)","['2022-02-02', '2022-02-03']",[1]
25187,"[1318098, 2550163, 12, 2161733]","(0, 1, 0, 0)","['2022-02-02', '2022-04-13', '2022-09-26']","[70, 166]"
29025,"[878616, 12, 723212, 2257373]","(0, 0, 1, 0)","['2022-02-03', '2022-02-07']",[4]
30533,"[808548, 925154, 723212, 12]","(0, 0, 1, 0)","['2022-02-03', '2022-05-13', '2022-06-29']","[99, 47]"
31031,"[12, 723212, 824085, 2686534]","(0, 1, 0, 0)","['2022-02-05', '2022-03-02']",[25]
27786,"[50497, 2541155, 12, 697639]","(0, 1, 0, 0)","['2022-02-06', '2024-02-14']",[738]
30358,"[808548, 12, 723212, 1951559]","(0, 0, 1, 0)","['2022-02-07', '2022-08-21']",[195]
17913,"[2758369, 2758317, 2758094, 2758351]","(0, 0, 0, 0)","['2022-02-08', '2022-02-22', '2022-02-25', '2022-03-01', '2022-03-03', '2022-03-06', '2022-03-08', '2022-03-15']","[14, 3, 4, 2, 3, 2, 7]"
30302,"[1362192, 723212, 12, 2383734]","(0, 1, 0, 0)","['2022-02-08', '2022-03-03']",[23]
32974,"[2765708, 2765554, 12, 2641070]","(1, 1, 0, 0)","['2022-02-08', '2022-02-13']",[5]
24385,"[1080753, 2781523, 875835, 12]","(0, 0, 0, 0)","['2022-02-09', '2022-02-24']",[15]
29791,"[1654618, 723212, 12, 1865358]","(0, 1, 0, 0)","['2022-02-10', '2022-02-23']",[13]
30782,"[2687808, 183601, 12, 2687806]","(1, 0, 0, 0)","['2022-02-11', '2022-03-03']",[20]
29476,"[2279770, 1116187, 12, 723212]","(0, 0, 0, 1)","['2022-02-12', '2022-02-13']",[1]
30413,"[808548, 12, 723212, 2209071]","(0, 0, 1, 0)","['2022-02-12', '2022-06-23', '2022-08-12']","[131, 50]"
34241,"[12, 881259, 723212, 2141773]","(0, 0, 1, 0)","['2022-02-24', '2022-03-03']",[7]
24994,"[1740744, 723212, 808548, 1148559]","(0, 1, 0, 0)","['2022-02-26', '2022-08-07']",[162]
30505,"[808548, 723212, 12, 853252]","(0, 1, 0, 0)","['2022-02-27', '2022-04-04', '2022-04-05', '2022-04-12']","[36, 1, 7]"
38868,"[12, 723212, 790758, 2941597]","(0, 1, 0, 0)","['2022-02-27', '2022-03-04']",[5]
40129,"[2955504, 12, 2955502, 2955503]","(0, 0, 0, 0)","['2022-02-28', '2022-03-01']",[1]
37783,"[723212, 12, 2899374, 2281548]","(1, 0, 0, 0)","['2022-03-01', '2022-03-05']",[4]
870,"[103193, 557332, 2986028, 711871]","(0, 1, 0, 0)","['2022-03-03', '2022-03-08']",[5]
30782,"[2687808, 12, 2687806, 1480551]","(1, 0, 0, 0)","['2022-03-04', '2022-08-16']",[165]
41153,"[1571763, 395907, 723212, 12]","(0, 0, 1, 0)","['2022-03-04', '2022-03-05']",[1]
30782,"[2687808, 12, 2687806, 542567]","(1, 0, 0, 0)","['2022-03-06', '2023-05-19']",[439]
30808,"[808548, 12, 723212, 2089046]","(0, 0, 1, 0)","['2022-03-07', '2022-06-21', '2022-06-26', '2022-07-06', '2022-09-26', '2023-09-22', '2023-09-24', '2023-11-15']","[106, 5, 10, 82, 361, 2, 52]"
30704,"[2684353, 2721921, 12, 2685479]","(1, 0, 0, 0)","['2022-03-08', '2022-04-10', '2022-04-11', '2022-04-23']","[33, 1, 12]"
38681,"[716668, 1095546, 12, 792487]","(0, 1, 0, 0)","['2022-03-08', '2022-03-14']",[6]
12254,"[1109194, 1109196, 12, 2911127]","(1, 1, 0, 0)","['2022-03-09', '2022-03-11']",[2]
43414,"[2991873, 3044458, 12, 2979750]","(0, 0, 0, 0)","['2022-03-09', '2022-03-10']",[1]
25187,"[2550163, 12, 1745333, 2161733]","(1, 0, 0, 0)","['2022-03-10', '2022-04-17']",[38]
32553,"[808548, 2206443, 12, 723212]","(0, 0, 0, 1)","['2022-03-12', '2022-04-04']",[23]
29668,"[1992792, 723212, 808548, 1148559]","(0, 1, 0, 0)","['2022-03-13', '2022-07-31']",[140]
30782,"[2687808, 12, 2687806, 7807]","(1, 0, 0, 0)","['2022-03-13', '2022-06-28', '2022-07-08']","[107, 10]"
46286,"[1016776, 3076298, 723212, 999661]","(0, 0, 1, 0)","['2022-03-15', '2022-03-16']",[1]
30092,"[808548, 1913548, 12, 723212]","(0, 0, 0, 1)","['2022-03-17', '2022-04-02', '2022-04-17', '2022-07-03', '2022-09-15']","[16, 15, 77, 74]"
30977,"[808548, 723212, 12, 2150741]","(0, 1, 0, 0)","['2022-03-18', '2022-08-15', '2022-10-17', '2022-11-22', '2023-01-15']","[150, 63, 36, 54]"
47089,"[1181169, 723212, 12, 2027854]","(0, 1, 0, 0)","['2022-03-18', '2022-03-19']",[1]
14533,"[1118201, 12, 1012484, 616926]","(0, 0, 0, 0)","['2022-03-19', '2022-04-16']",[28]
30505,"[12, 853252, 808548, 723212]","(0, 0, 0, 1)","['2022-04-01', '2022-04-07']",[6]
30626,"[808548, 723212, 12, 1737365]","(0, 1, 0, 0)","['2022-04-01', '2022-04-02', '2022-04-04', '2022-04-09']","[1, 2, 5]"
45303,"[967825, 12, 723212, 911919]","(0, 0, 1, 0)","['2022-04-02', '2022-05-23']",[51]
50215,"[1824934, 12, 723212, 1137726]","(0, 0, 1, 0)","['2022-04-02', '2023-04-29']",[392]
49499,"[3132874, 3132875, 12, 3132876]","(1, 1, 0, 1)","['2022-04-03', '2022-04-04']",[1]
32422,"[808548, 2753394, 12, 723212]","(0, 0, 0, 1)","['2022-04-04', '2022-04-05', '2022-04-21']","[1, 16]"
32570,"[1065240, 12, 723212, 808548]","(0, 0, 1, 0)","['2022-04-04', '2023-10-24', '2023-11-15', '2023-12-15', '2023-12-25']","[568, 22, 30, 10]"
11275,"[2728547, 2904937, 3107779, 1960359]","(0, 1, 1, 0)","['2022-04-05', '2022-04-11']",[6]
26263,"[2728547, 2904937, 3107779, 1960359]","(0, 1, 1, 0)","['2022-04-05', '2022-04-06', '2022-04-08', '2022-04-16']","[1, 2, 8]"
29715,"[808548, 12, 723212, 2203565]","(0, 0, 1, 0)","['2022-04-05', '2022-04-06']",[1]
13404,"[1849872, 2904937, 1483679, 957335]","(0, 1, 0, 0)","['2022-04-06', '2022-04-07', '2022-04-08', '2022-04-09', '2022-04-10', '2022-04-11', '2022-04-13']","[1, 1, 1, 1, 1, 2]"
13627,"[2194432, 1271761, 12, 3183999]","(0, 0, 0, 0)","['2022-04-06', '2022-04-17']",[11]
14883,"[1300346, 3107779, 1139084, 1300397]","(0, 1, 0, 0)","['2022-04-06', '2022-04-23']",[17]
26944,"[2728547, 2904937, 3107779, 1960359]","(0, 1, 1, 0)","['2022-04-06', '2022-04-16']",[10]
30782,"[2687808, 3190642, 12, 2687806]","(1, 0, 0, 0)","['2022-04-06', '2022-04-08']",[2]
33379,"[1014969, 2421426, 723212, 12]","(0, 0, 1, 0)","['2022-04-06', '2022-07-05']",[90]
51738,"[3163265, 3107779, 12, 3186333]","(0, 1, 0, 0)","['2022-04-06', '2022-04-07']",[1]
12254,"[1109194, 1109196, 12, 163063]","(1, 1, 0, 0)","['2022-04-09', '2022-04-10', '2022-05-14', '2022-05-15', '2022-05-16', '2022-05-27', '2022-08-20', '2022-09-20', '2022-10-17']","[1, 34, 1, 1, 11, 85, 31, 27]"
12544,"[1300346, 3107779, 1139084, 1300397]","(0, 1, 0, 0)","['2022-04-09', '2022-04-10']",[1]
14883,"[3107779, 1139084, 1300397, 1300381]","(1, 0, 0, 0)","['2022-04-10', '2022-04-11']",[1]
25187,"[2387664, 2550163, 12, 2161733]","(1, 1, 0, 0)","['2022-04-10', '2022-04-21', '2022-04-23', '2022-05-10', '2022-05-15', '2022-05-16', '2022-05-17', '2022-05-18', '2022-05-25', '2022-05-26', '2022-05-27', '2022-05-28', '2022-05-29', '2022-05-30', '2022-07-01', '2022-07-03', '2022-07-07', '2022-07-08', '2022-08-04', '2022-08-06', '2022-08-07', '2022-08-10', '2022-08-12', '2022-08-17', '2022-08-18', '2022-08-19', '2022-09-10', '2022-09-11', '2022-09-13', '2022-09-14', '2022-09-15', '2022-09-17', '2022-09-19', '2022-09-21', '2022-09-22', '2022-09-23', '2022-09-24', '2022-09-25', '2022-10-15', '2022-10-16', '2022-10-17', '2022-10-18', '2022-10-22', '2022-10-23', '2022-10-24', '2022-10-25', '2022-10-26', '2022-10-27', '2022-10-28', '2022-10-31', '2022-11-01', '2022-11-02', '2022-11-03', '2022-11-04', '2022-11-06', '2022-11-09', '2022-11-10', '2022-11-13', '2022-11-19', '2022-11-20', '2022-11-21', '2022-11-25', '2022-11-27', '2022-11-29', '2022-11-30', '2022-12-02', '2022-12-03', '2022-12-04', '2022-12-05', '2022-12-06', '2022-12-09', '2022-12-12', '2022-12-13', '2022-12-14', '2022-12-15', '2022-12-16', '2022-12-19', '2022-12-21', '2022-12-23', '2022-12-24', '2022-12-25', '2022-12-26', '2022-12-28', '2022-12-29', '2022-12-30']","[11, 2, 17, 5, 1, 1, 1, 7, 1, 1, 1, 1, 1, 32, 2, 4, 1, 27, 2, 1, 3, 2, 5, 1, 1, 22, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 20, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 3, 6, 1, 1, 4, 2, 2, 1, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 1, 1]"
53517,"[3232696, 875945, 12, 723212]","(0, 0, 0, 1)","['2022-04-10', '2022-04-11']",[1]
53680,"[1996422, 12, 723212, 3236758]","(0, 0, 1, 0)","['2022-04-10', '2022-04-12']",[2]
26263,"[2904937, 2728547, 3107779, 1960359]","(1, 0, 1, 0)","['2022-04-11', '2022-04-12', '2022-04-17']","[1, 5]"
30850,"[808548, 723212, 12, 859765]","(0, 1, 0, 0)","['2022-04-11', '2022-06-21']",[71]
35897,"[2876434, 3107779, 3127877, 3221338]","(0, 1, 0, 0)","['2022-04-11', '2022-04-13']",[2]
23646,"[821600, 12, 723212, 2155126]","(0, 0, 1, 0)","['2022-04-12', '2022-04-19']",[7]
26944,"[2904937, 2728547, 3107779, 1960359]","(1, 0, 1, 0)","['2022-04-12', '2022-04-17']",[5]
49582,"[2974720, 12, 723212, 2973239]","(0, 0, 1, 0)","['2022-04-12', '2022-05-10']",[28]
34988,"[2833299, 12, 723212, 590979]","(0, 0, 1, 0)","['2022-04-13', '2022-05-15']",[32]
13404,"[1849872, 2904937, 957335, 1483679]","(0, 1, 0, 0)","['2022-04-14', '2022-04-15']",[1]
30416,"[2112105, 12, 723212, 3122252]","(0, 0, 1, 0)","['2022-04-16', '2022-05-17']",[31]
45935,"[925127, 723212, 12, 3254327]","(0, 1, 0, 0)","['2022-04-17', '2022-04-19']",[2]
55002,"[573728, 12, 723212, 3254327]","(0, 0, 1, 0)","['2022-04-17', '2022-04-18', '2022-04-19']","[1, 1]"
56600,"[3317553, 2953619, 12, 723212]","(0, 0, 0, 1)","['2022-04-17', '2022-05-15']",[28]
30782,"[2687808, 519724, 12, 2687806]","(1, 0, 0, 0)","['2022-04-18', '2022-07-09']",[82]
29607,"[808548, 1620609, 12, 723212]","(0, 0, 0, 1)","['2022-04-21', '2022-07-10']",[80]
6458,"[3160872, 3161292, 12, 2807229]","(1, 1, 0, 0)","['2022-04-23', '2022-12-27', '2023-01-02', '2023-04-02', '2023-05-18']","[248, 6, 90, 46]"
24994,"[1740744, 12, 723212, 808548]","(0, 0, 1, 0)","['2022-04-23', '2022-08-03']",[102]
58943,"[12, 723212, 2421814, 3390207]","(0, 1, 0, 0)","['2022-04-23', '2022-07-06']",[74]
31011,"[808548, 2245514, 12, 723212]","(0, 0, 0, 1)","['2022-05-11', '2022-08-19']",[100]
59945,"[723212, 12, 3410797, 588566]","(1, 0, 0, 0)","['2022-05-11', '2022-05-22']",[11]
42838,"[723212, 12, 2743949, 2853807]","(1, 0, 0, 0)","['2022-05-12', '2023-03-07']",[299]
60009,"[808548, 723212, 12, 1951559]","(0, 1, 0, 0)","['2022-05-12', '2022-05-16', '2022-07-03']","[4, 48]"
60009,"[808548, 12, 723212, 1951559]","(0, 0, 1, 0)","['2022-05-13', '2022-05-14', '2022-05-15', '2022-05-17', '2022-05-20', '2022-05-22', '2022-05-25', '2022-05-27', '2022-05-28', '2022-05-29', '2022-06-21', '2022-06-23', '2022-06-25', '2022-07-09', '2022-07-10']","[1, 1, 2, 3, 2, 3, 2, 1, 1, 23, 2, 2, 14, 1]"
57563,"[1745554, 12, 1679157, 909567]","(0, 0, 0, 1)","['2022-05-15', '2022-06-25']",[41]
59504,"[3404552, 1769657, 723212, 12]","(0, 0, 1, 0)","['2022-05-15', '2022-05-26']",[11]
61393,"[189053, 1219674, 12, 723212]","(0, 0, 0, 1)","['2022-05-15', '2022-05-16']",[1]
19281,"[3389863, 12, 2880780, 3073967]","(0, 0, 0, 0)","['2022-05-16', '2022-05-30']",[14]
27989,"[163233, 909567, 12, 984575]","(0, 1, 0, 0)","['2022-05-16', '2023-03-02']",[290]
28992,"[1258769, 1453988, 12, 723212]","(0, 0, 0, 1)","['2022-05-16', '2022-05-24']",[8]
30088,"[808548, 973673, 12, 723212]","(0, 0, 0, 1)","['2022-05-16', '2022-06-22', '2022-08-06', '2022-08-13', '2022-09-17', '2022-10-15', '2023-10-02']","[37, 45, 7, 35, 28, 352]"
60697,"[3426274, 723212, 12, 1830335]","(0, 1, 0, 0)","['2022-05-16', '2022-05-18']",[2]
61528,"[1831289, 12, 723212, 1023284]","(0, 0, 1, 0)","['2022-05-16', '2022-10-29']",[166]
43508,"[2127394, 723212, 12, 2833342]","(0, 1, 0, 0)","['2022-05-17', '2022-06-23']",[37]
14254,"[2784732, 12, 1444493, 1088574]","(0, 0, 1, 0)","['2022-05-18', '2022-05-26']",[8]
59504,"[3404552, 12, 723212, 2833342]","(0, 0, 1, 0)","['2022-05-18', '2022-07-02']",[45]
28992,"[773784, 1258769, 12, 723212]","(0, 0, 0, 1)","['2022-05-19', '2022-05-20']",[1]
63531,"[1373768, 1840036, 12, 723212]","(0, 0, 0, 1)","['2022-05-19', '2022-05-21']",[2]
45627,"[808548, 3042780, 12, 723212]","(0, 0, 0, 1)","['2022-05-22', '2022-05-24']",[2]
65339,"[808548, 12, 723212, 3418230]","(0, 0, 1, 0)","['2022-05-22', '2022-09-26', '2023-09-18', '2023-10-26']","[127, 357, 38]"
46406,"[1453988, 723212, 12, 2558173]","(0, 1, 0, 0)","['2022-05-23', '2022-05-24']",[1]
49667,"[732504, 1083001, 723212, 12]","(0, 0, 1, 0)","['2022-05-25', '2022-07-08']",[44]
32403,"[808548, 1942425, 12, 723212]","(0, 0, 0, 1)","['2022-05-26', '2023-08-30', '2023-09-11', '2023-09-17', '2023-09-24', '2023-10-09', '2023-10-16', '2023-10-20', '2023-10-25', '2023-10-26', '2023-11-07']","[461, 12, 6, 7, 15, 7, 4, 5, 1, 12]"
66995,"[814155, 12, 723212, 102094]","(0, 0, 1, 0)","['2022-05-26', '2022-08-10']",[76]
46260,"[2067026, 12, 723212, 976031]","(0, 0, 1, 0)","['2022-05-27', '2022-05-29']",[2]
22914,"[999928, 2912428, 12, 1507925]","(0, 1, 0, 0)","['2022-05-30', '2022-07-06']",[37]
19603,"[2422745, 12, 2345773, 2345142]","(0, 0, 0, 0)","['2022-06-21', '2022-06-22']",[1]
33229,"[808548, 2224170, 12, 723212]","(0, 0, 0, 1)","['2022-06-21', '2023-02-21', '2023-08-21', '2023-08-29', '2023-10-24']","[245, 181, 8, 56]"
50924,"[2849016, 2871732, 723212, 2959302]","(0, 0, 1, 0)","['2022-06-21', '2023-03-10']",[262]
48577,"[2075409, 723212, 12, 907871]","(0, 1, 0, 0)","['2022-06-22', '2022-10-29']",[129]
65906,"[808548, 1354379, 12, 723212]","(0, 0, 0, 1)","['2022-06-22', '2022-06-24', '2022-06-27', '2022-06-30', '2022-07-03', '2022-07-08']","[2, 3, 3, 3, 5]"
70949,"[1071542, 12, 723212, 1582652]","(0, 0, 1, 0)","['2022-06-22', '2022-08-01']",[40]
71170,"[3163648, 12, 723212, 808548]","(0, 0, 1, 0)","['2022-06-22', '2022-06-30', '2022-08-12', '2023-09-24']","[8, 43, 408]"
71608,"[808548, 1942425, 12, 723212]","(0, 0, 0, 1)","['2022-06-23', '2022-06-24', '2022-06-28', '2022-07-08']","[1, 4, 10]"
25187,"[965608, 2550163, 12, 2161733]","(0, 1, 0, 0)","['2022-06-25', '2022-07-06']",[11]
40250,"[3126504, 1814314, 12, 723212]","(0, 0, 0, 1)","['2022-06-25', '2022-09-26', '2023-01-14']","[93, 110]"
71608,"[808548, 1942425, 723212, 12]","(0, 0, 1, 0)","['2022-06-25', '2022-06-27', '2022-07-05', '2022-07-06']","[2, 8, 1]"
72085,"[2893954, 1288563, 2051731, 12]","(0, 0, 0, 0)","['2022-06-25', '2022-09-17']",[84]
41490,"[808548, 1034593, 12, 723212]","(0, 0, 0, 1)","['2022-06-26', '2022-09-18']",[84]
49996,"[3141888, 3648444, 12, 723212]","(0, 0, 0, 1)","['2022-06-26', '2022-07-01']",[5]
69813,"[3647961, 3361883, 12, 960269]","(1, 0, 0, 0)","['2022-06-26', '2022-07-01']",[5]
71242,"[3644224, 3674049, 3551032, 12]","(0, 0, 0, 0)","['2022-06-27', '2022-06-28', '2022-07-02', '2022-07-03']","[1, 4, 1]"
73398,"[808548, 12, 723212, 1903174]","(0, 0, 1, 0)","['2022-06-27', '2022-07-03', '2022-07-05', '2022-08-08']","[6, 2, 34]"
73644,"[1827673, 3687267, 12, 3737653]","(0, 0, 0, 0)","['2022-06-27', '2022-06-28']",[1]
73613,"[1155016, 12, 723212, 808548]","(0, 0, 1, 0)","['2022-06-28', '2022-07-02', '2022-07-06', '2022-07-31', '2022-08-04', '2022-08-05']","[4, 4, 25, 4, 1]"
44559,"[3552225, 12, 3558566, 3565695]","(0, 0, 1, 1)","['2022-06-29', '2022-06-30']",[1]
59791,"[3407600, 1817163, 3290972, 1743293]","(1, 0, 0, 0)","['2022-06-29', '2022-08-18']",[50]
61315,"[2272424, 2728714, 3583824, 12]","(0, 0, 1, 0)","['2022-06-29', '2022-07-05']",[6]
74473,"[3757672, 907379, 12, 723212]","(0, 0, 0, 1)","['2022-06-29', '2022-07-05']",[6]
71015,"[3432489, 723212, 12, 3021359]","(0, 1, 0, 0)","['2022-06-30', '2022-07-01']",[1]
24336,"[808548, 1557948, 12, 723212]","(0, 0, 0, 1)","['2022-07-01', '2023-10-27']",[483]
70869,"[808548, 12, 723212, 1591103]","(0, 0, 1, 0)","['2022-07-01', '2022-07-03', '2022-07-04', '2022-07-05', '2023-08-15', '2023-09-04']","[2, 1, 1, 406, 20]"
69435,"[3643942, 12, 3643941, 3730726]","(1, 0, 1, 0)","['2022-07-02', '2022-08-06', '2022-09-23', '2022-12-19', '2023-01-09', '2023-01-12', '2023-01-17']","[35, 48, 87, 21, 3, 5]"
30782,"[2687808, 103193, 12, 2687806]","(1, 0, 0, 0)","['2022-07-04', '2022-07-05']",[1]
43227,"[808548, 781188, 12, 723212]","(0, 0, 0, 1)","['2022-07-04', '2023-09-14', '2023-10-01']","[437, 17]"
62869,"[808548, 3480419, 723212, 12]","(0, 0, 1, 0)","['2022-07-05', '2022-08-10']",[36]
30775,"[808548, 1889131, 12, 723212]","(0, 0, 0, 1)","['2022-07-07', '2022-09-19']",[74]
46617,"[2733761, 12, 723212, 2347791]","(0, 0, 1, 0)","['2022-07-09', '2022-07-10']",[1]
79020,"[3902138, 12, 723212, 2347791]","(0, 0, 1, 0)","['2022-07-09', '2022-07-10']",[1]
47411,"[868178, 12, 723212, 1945156]","(0, 0, 1, 0)","['2022-08-01', '2022-08-02']",[1]
69435,"[606299, 12, 3643941, 3643942]","(0, 0, 1, 1)","['2022-08-01', '2022-08-19', '2022-11-22', '2022-11-28', '2022-12-06', '2022-12-07', '2022-12-13', '2023-02-07', '2023-02-10', '2023-02-18', '2023-02-21', '2023-03-13', '2023-03-14', '2023-03-28', '2023-03-31', '2023-05-09', '2023-05-11', '2023-06-01', '2023-06-28', '2023-07-18', '2023-08-10', '2023-09-05', '2023-10-12', '2023-10-14', '2023-10-30', '2023-11-07', '2023-11-09', '2023-11-10', '2023-11-11', '2023-12-05', '2023-12-11', '2023-12-20', '2024-01-17', '2024-01-19', '2024-01-23', '2024-01-24']","[18, 95, 6, 8, 1, 6, 56, 3, 8, 3, 20, 1, 14, 3, 39, 2, 21, 27, 20, 23, 26, 37, 2, 16, 8, 2, 1, 1, 24, 6, 9, 28, 2, 4, 1]"
75462,"[3799592, 2079054, 879814, 2791959]","(0, 0, 0, 0)","['2022-08-01', '2022-08-04']",[3]
81050,"[12, 723212, 2961468, 2461788]","(0, 1, 0, 0)","['2022-08-01', '2022-08-08']",[7]
69813,"[3647961, 3361883, 12, 458894]","(1, 0, 0, 0)","['2022-08-02', '2022-11-29']",[119]
80157,"[808548, 12, 723212, 1591103]","(0, 0, 1, 0)","['2022-08-02', '2022-08-05', '2022-08-14']","[3, 9]"
81081,"[12, 723212, 3953390, 2347791]","(0, 1, 0, 0)","['2022-08-02', '2022-08-03']",[1]
81865,"[3973440, 12, 723212, 3979511]","(0, 0, 1, 0)","['2022-08-02', '2022-08-19']",[17]
82089,"[723212, 12, 3982324, 2054382]","(1, 0, 0, 0)","['2022-08-02', '2022-08-04']",[2]
81531,"[3977537, 1245221, 3453869, 1056574]","(0, 0, 0, 0)","['2022-08-03', '2022-08-20']",[17]
82883,"[4014424, 4014425, 4014426, 12]","(1, 1, 0, 0)","['2022-08-03', '2022-08-15']",[12]
83595,"[4041056, 2263521, 3978323, 12]","(1, 0, 0, 0)","['2022-08-05', '2022-08-06']",[1]
39345,"[3059760, 1933209, 2388539, 12]","(1, 0, 0, 0)","['2022-08-06', '2023-02-16']",[194]
42353,"[723212, 12, 3008014, 3797055]","(1, 0, 0, 0)","['2022-08-06', '2022-08-13']",[7]
76516,"[1132920, 12, 1259454, 1160982]","(0, 0, 0, 0)","['2022-08-06', '2022-09-16']",[41]
80371,"[2870664, 4060945, 4063833, 4063820]","(0, 0, 0, 0)","['2022-08-06', '2022-08-07']",[1]
80808,"[4053209, 12, 3944765, 4038150]","(0, 0, 0, 0)","['2022-08-06', '2022-08-13']",[7]
32210,"[2173288, 12, 723212, 2789102]","(0, 0, 1, 0)","['2022-08-07', '2022-10-22']",[76]
42822,"[808548, 1139147, 12, 723212]","(0, 0, 0, 1)","['2022-08-07', '2022-09-11']",[35]
83716,"[1901569, 2040146, 12, 723212]","(0, 0, 0, 1)","['2022-08-08', '2022-08-12']",[4]
59720,"[3628873, 3628907, 3628893, 3441686]","(0, 0, 0, 0)","['2022-08-10', '2022-09-16']",[37]
86205,"[2231292, 12, 723212, 3142855]","(0, 0, 1, 0)","['2022-08-10', '2022-08-17']",[7]
83452,"[12, 723212, 1134829, 4015103]","(0, 1, 0, 0)","['2022-08-11', '2022-08-13']",[2]
32348,"[2768008, 2380228, 2768485, 2751054]","(0, 0, 0, 0)","['2022-08-14', '2022-09-25']",[42]
66913,"[3652570, 3652571, 3586101, 1574639]","(0, 0, 0, 0)","['2022-08-14', '2022-08-16']",[2]
68597,"[3658525, 3017227, 12, 723212]","(0, 0, 0, 1)","['2022-08-14', '2022-09-12', '2022-09-20']","[29, 8]"
54870,"[1113377, 12, 3347661, 3305769]","(0, 0, 1, 0)","['2022-08-15', '2022-10-31']",[77]
86541,"[3551032, 2891634, 12, 2574914]","(0, 0, 0, 0)","['2022-08-15', '2022-08-20']",[5]
56451,"[3410290, 723212, 12, 967061]","(0, 1, 0, 0)","['2022-08-16', '2022-08-21']",[5]
60781,"[4197084, 12, 3431174, 3246916]","(0, 0, 0, 0)","['2022-08-16', '2022-08-18', '2022-09-24', '2022-11-26']","[2, 37, 63]"
69813,"[3398024, 3647961, 3361883, 12]","(0, 1, 0, 0)","['2022-08-16', '2022-11-26']",[102]
88794,"[4187809, 723212, 12, 2347791]","(0, 1, 0, 0)","['2022-08-16', '2022-08-19']",[3]
81440,"[3026177, 723212, 12, 924374]","(0, 1, 0, 0)","['2022-08-17', '2022-08-20']",[3]
48046,"[808548, 2319643, 12, 723212]","(0, 0, 0, 1)","['2022-08-18', '2022-09-19']",[32]
